Year,Plot,Tag,Taxon,X.cm,Y.cm,Tag.offset.x,Tag.offset.y,Length.cm,Height.cm,X.Capitulescences,Is.seedling,Died.this.census.final,Length.cm.prev,Growth,Survival,Is.recruit
2016,29,657*A,Elymus lanceolatus,19,167,-10,-10,13,20,5,0,0,13,0,1,0
2017,29,657*A,Elymus lanceolatus,19,167,-10,-10,21,22,1,0,0,13,8,1,0
2018,29,657*A,Elymus lanceolatus,19,167,-10,-10,18,21,5,0,0,21,-3,1,0
2019,29,657*A,Elymus lanceolatus,19,167,-10,-10,25,24,8,0,0,18,7,1,0
2020,29,657*A,Elymus lanceolatus,19,167,-10,-10,9,7,0,0,0,25,-16,1,0
2021,29,657*A,Elymus lanceolatus,19,167,-10,-10,9,7,0,0,0,9,0,1,0
2014,29,658*A,Elymus lanceolatus,15,175,-10,-10,3,6,0,0,0,NA,NA,1,NA
2015,29,658*A,Elymus lanceolatus,15,175,-10,-10,6,4,0,0,0,3,3,1,0
2016,29,658*A,Elymus lanceolatus,15,175,-10,-10,4,7,0,0,0,6,-2,1,0
2017,29,658*A,Elymus lanceolatus,15,175,-10,-10,3,4,0,0,0,4,-1,1,0
2018,29,658*A,Elymus lanceolatus,15,175,-10,-10,5,6,0,0,0,3,2,1,0
2019,29,658*A,Elymus lanceolatus,15,175,-10,-10,0,0,0,0,1,5,-5,0,0
2014,29,659*A,Elymus lanceolatus,25,155,-1,5,5,10,0,0,0,NA,NA,1,NA
2015,29,659*A,Elymus lanceolatus,25,155,-1,5,5,10,0,0,0,5,0,1,0
2016,29,659*A,Elymus lanceolatus,25,155,-1,5,12,20,2,0,0,5,7,1,0
2017,29,659*A,Elymus lanceolatus,25,155,-1,5,6,13,0,0,0,12,-6,1,0
2018,29,659*A,Elymus lanceolatus,25,155,-1,5,3,17,0,0,0,6,-3,1,0
2019,29,659*A,Elymus lanceolatus,25,155,-1,5,8,14,0,0,0,3,5,1,0
2020,29,659*A,Elymus lanceolatus,25,155,-1,5,14.5,10.5,0,0,0,8,6.5,1,0
2021,29,659*A,Elymus lanceolatus,25,155,-1,5,13,19.5,2,0,0,14.5,-1.5,1,0
2014,29,660*A,Elymus lanceolatus,30,165,-10,-10,6,8,0,0,0,NA,NA,1,NA
2015,29,660*A,Elymus lanceolatus,30,165,-10,-10,9,13,0,0,0,6,3,1,0
2016,29,660*A,Elymus lanceolatus,30,165,-10,-10,22,13,1,0,0,9,13,1,0
2017,29,660*A,Elymus lanceolatus,30,165,-10,-10,18,15,0,0,0,22,-4,1,0
2018,29,660*A,Elymus lanceolatus,30,165,-10,-10,26,16.5,2,0,0,18,8,1,0
2019,29,660*A,Elymus lanceolatus,30,165,-10,-10,18,21,4,0,0,26,-8,1,0
2020,29,660*A,Elymus lanceolatus,30,165,-10,-10,16.5,11,1,0,0,18,-1.5,1,0
2021,29,660*A,Elymus lanceolatus,30,165,-10,-10,19,23,6,0,0,16.5,2.5,1,0
2014,30,661*A,Elymus lanceolatus,39,99,-10,-10,13,22,9,0,0,NA,NA,1,NA
2015,30,661*A,Elymus lanceolatus,39,99,-10,-10,27,19,8,0,0,13,14,1,0
2016,30,661*A,Elymus lanceolatus,39,99,-10,-10,26,32,12,0,0,27,-1,1,0
2017,30,661*A,Elymus lanceolatus,39,99,-10,-10,32,25,19,0,0,26,6,1,0
2018,30,661*A,Elymus lanceolatus,39,99,-10,-10,21,26,19,0,0,32,-11,1,0
2019,30,661*A,Elymus lanceolatus,39,99,-10,-10,28,20,6,0,0,21,7,1,0
2020,30,661*A,Elymus lanceolatus,39,99,-10,-10,26,19,3,0,0,28,-2,1,0
2021,30,661*A,Elymus lanceolatus,39,99,-10,-10,26,15,3,0,0,26,0,1,0
2014,31,662*A,Phacelia hastata,42,79,-10,-10,10,4,3,0,0,NA,NA,1,NA
2015,31,662*A,Phacelia hastata,42,79,-10,-10,13,3,1,0,0,10,3,1,0
2016,31,662*A,Phacelia hastata,42,79,-10,-10,22,6,6,0,0,13,9,1,0
2017,31,662*A,Phacelia hastata,42,79,-10,-10,20,8,6,0,0,22,-2,1,0
2018,31,662*A,Phacelia hastata,42,79,-10,-10,16,5,0,0,0,20,-4,1,0
2019,31,662*A,Phacelia hastata,42,79,-10,-10,0,0,0,0,1,16,-16,0,0
2014,31,663*A,Eriogonum umbellatum,115,25,-47,-10,98,3,133,0,0,NA,NA,1,NA
2015,31,663*A,Eriogonum umbellatum,115,25,-47,-10,112,5,77,0,0,98,14,1,0
2016,31,663*A,Eriogonum umbellatum,115,25,-47,-10,112,6,168,0,0,112,0,1,0
2017,31,663*A,Eriogonum umbellatum,115,25,-47,-10,99,5,94,0,0,112,-13,1,0
2018,31,663*A,Eriogonum umbellatum,115,25,-47,-10,85,4,92,0,0,99,-14,1,0
2019,31,663*A,Eriogonum umbellatum,115,25,-47,-10,88,5.5,8,0,0,85,3,1,0
2020,31,663*A,Eriogonum umbellatum,115,25,-47,-10,90,4,53,0,0,88,2,1,0
2021,31,663*A,Eriogonum umbellatum,115,25,-47,-10,90.5,3,20,0,0,90,0.5,1,0
2014,31,664*A,Achnatherum lettermanii,102,24,-10,-10,9,19,0,0,0,NA,NA,1,NA
2015,31,664*A,Achnatherum lettermanii,102,24,-10,-10,16,21,0,0,0,9,7,1,0
2016,31,664*A,Achnatherum lettermanii,102,24,-10,-10,23,22,41,0,0,16,7,1,0
2017,31,664*A,Achnatherum lettermanii,102,24,-10,-10,25,23,27,0,0,23,2,1,0
2018,31,664*A,Achnatherum lettermanii,102,24,-10,-10,21,19.5,11,0,0,25,-4,1,0
2019,31,664*A,Achnatherum lettermanii,102,24,-10,-10,17.5,13.5,0,0,0,21,-3.5,1,0
2020,31,664*A,Achnatherum lettermanii,102,24,-10,-10,24,21.5,6,0,0,17.5,6.5,1,0
2021,31,664*A,Achnatherum lettermanii,102,24,-10,-10,22,21,47,0,0,24,-2,1,0
2014,31,665*A,Achnatherum lettermanii,102,14,-10,-10,6,9,0,0,0,NA,NA,1,NA
2015,31,665*A,Achnatherum lettermanii,102,14,-10,-10,10,11,0,0,0,6,4,1,0
2016,31,665*A,Achnatherum lettermanii,102,14,-10,-10,14,13,4,0,0,10,4,1,0
2017,31,665*A,Achnatherum lettermanii,102,14,-10,-10,11,11,2,0,0,14,-3,1,0
2018,31,665*A,Achnatherum lettermanii,102,14,-10,-10,11,11,0,0,0,11,0,1,0
2019,31,665*A,Achnatherum lettermanii,102,14,-10,-10,7.5,7,0,0,0,11,-3.5,1,0
2020,31,665*A,Achnatherum lettermanii,102,14,-10,-10,0,0,0,0,1,7.5,-7.5,0,0
2014,31,666*A,Elymus lanceolatus,131,30,-10,-10,2,13,0,0,0,NA,NA,1,NA
2015,31,666*A,Elymus lanceolatus,131,30,-10,-10,2,13,0,0,0,2,0,1,0
2016,31,666*A,Elymus lanceolatus,131,30,-10,-10,3,15,1,0,0,2,1,1,0
2017,31,666*A,Elymus lanceolatus,131,30,-10,-10,0,0,0,0,1,3,-3,0,0
2014,31,667*A,Elymus lanceolatus,115,33,0,-5,2,12,0,0,0,NA,NA,1,NA
2015,31,667*A,Elymus lanceolatus,115,33,0,-5,8,13,0,0,0,2,6,1,0
2016,31,667*A,Elymus lanceolatus,115,33,0,-5,8,14,2,0,0,8,0,1,0
2017,31,667*A,Elymus lanceolatus,115,33,0,-5,10,16,1,0,0,8,2,1,0
2018,31,667*A,Elymus lanceolatus,115,33,0,-5,6,10,0,0,0,10,-4,1,0
2019,31,667*A,Elymus lanceolatus,115,33,0,-5,11,10,0,0,0,6,5,1,0
2020,31,667*A,Elymus lanceolatus,115,33,0,-5,6.5,10,0,0,0,11,-4.5,1,0
2021,31,667*A,Elymus lanceolatus,115,33,0,-5,15.5,11.5,0,0,0,6.5,9,1,0
2014,31,668*A,Elymus lanceolatus,115,39,3,10,2,11,0,0,0,NA,NA,1,NA
2015,31,668*A,Elymus lanceolatus,115,39,3,10,7,13,0,0,0,2,5,1,0
2016,31,668*A,Elymus lanceolatus,115,39,3,10,16,33,1,0,0,7,9,1,0
2017,31,668*A,Elymus lanceolatus,115,39,3,10,19,14,1,0,0,16,3,1,0
2018,31,668*A,Elymus lanceolatus,115,39,3,10,17,12,0,0,0,19,-2,1,0
2019,31,668*A,Elymus lanceolatus,115,39,3,10,10,25.5,1,0,0,17,-7,1,0
2020,31,668*A,Elymus lanceolatus,115,39,3,10,8.5,15.5,0,0,0,10,-1.5,1,0
2021,31,668*A,Elymus lanceolatus,115,39,3,10,5.5,12,0,0,0,8.5,-3,1,0
2014,31,669*A,Elymus lanceolatus,135,37,0,10,2,11,1,0,0,NA,NA,1,NA
2015,31,669*A,Elymus lanceolatus,135,37,0,10,4,13,0,0,1,2,2,0,0
2014,8,67*A,Phacelia hastata,170,195,-10,-10,14,4,6,0,0,NA,NA,1,NA
2015,8,67*A,Phacelia hastata,170,195,-10,-10,23,5,11,0,0,14,9,1,0
2016,8,67*A,Phacelia hastata,170,195,-10,-10,26,7,48,0,0,23,3,1,0
2017,8,67*A,Phacelia hastata,170,195,-10,-10,28,8,18,0,0,26,2,1,0
2018,8,67*A,Phacelia hastata,170,195,-10,-10,0,0,0,0,1,28,-28,0,0
2014,31,670*A,Elymus lanceolatus,119,35,0,10,6,10,0,0,0,NA,NA,1,NA
2015,31,670*A,Elymus lanceolatus,119,35,0,10,11,14,0,0,0,6,5,1,0
2016,31,670*A,Elymus lanceolatus,119,35,0,10,18,22,12,0,0,11,7,1,0
2017,31,670*A,Elymus lanceolatus,119,35,0,10,19,14,2,0,0,18,1,1,0
2018,31,670*A,Elymus lanceolatus,119,35,0,10,20,18,4,0,0,19,1,1,0
2019,31,670*A,Elymus lanceolatus,119,35,0,10,22.5,23,14,0,0,20,2.5,1,0
2020,31,670*A,Elymus lanceolatus,119,35,0,10,19,22.5,3,0,0,22.5,-3.5,1,0
2021,31,670*A,Elymus lanceolatus,119,35,0,10,10.5,24.5,1,0,0,19,-8.5,1,0
2014,31,671*A,Elymus lanceolatus,150,18,-10,-10,6,13,1,0,0,NA,NA,1,NA
2015,31,671*A,Elymus lanceolatus,150,18,-10,-10,14,18,1,0,1,6,8,0,0
2014,31,672*A,Elymus lanceolatus,133,16,-10,-10,7,17,1,0,0,NA,NA,1,NA
2015,31,672*A,Elymus lanceolatus,133,16,-10,-10,16,16,2,0,0,7,9,1,0
2016,31,672*A,Elymus lanceolatus,133,16,-10,-10,24.5,32,36,0,0,16,8.5,1,0
2017,31,672*A,Elymus lanceolatus,133,16,-10,-10,33,29,19,0,0,24.5,8.5,1,0
2018,31,672*A,Elymus lanceolatus,133,16,-10,-10,37,26.5,22,0,0,33,4,1,0
2019,31,672*A,Elymus lanceolatus,133,16,-10,-10,36,25,16,0,0,37,-1,1,0
2020,31,672*A,Elymus lanceolatus,133,16,-10,-10,29,20,1,0,0,36,-7,1,0
2021,31,672*A,Elymus lanceolatus,133,16,-10,-10,19,19,2,0,0,29,-10,1,0
2014,31,673*A,Elymus lanceolatus,156,10,-10,-10,2,9,0,0,0,NA,NA,1,NA
2015,31,673*A,Elymus lanceolatus,156,10,-10,-10,7,20,1,0,1,2,5,0,0
2014,31,674*A,Elymus lanceolatus,163,3,10,0,3,16,1,0,0,NA,NA,1,NA
2015,31,674*A,Elymus lanceolatus,163,3,10,0,11,15,0,0,0,3,8,1,0
2016,31,674*A,Elymus lanceolatus,163,3,10,0,25,23,4,0,0,11,14,1,0
2017,31,674*A,Elymus lanceolatus,163,3,10,0,22,17,4,0,0,25,-3,1,0
2018,31,674*A,Elymus lanceolatus,163,3,10,0,4,11.5,0,0,0,22,-18,1,0
2019,31,674*A,Elymus lanceolatus,163,3,10,0,4.5,8,0,0,0,4,0.5,1,0
2020,31,674*A,Elymus lanceolatus,163,3,10,0,0,0,0,0,1,4.5,-4.5,0,0
2014,31,675*A,Elymus lanceolatus,156,25,0,10,6,14,1,0,0,NA,NA,1,NA
2015,31,675*A,Elymus lanceolatus,156,25,0,10,10,14,1,0,1,6,4,0,0
2014,31,676*A,Elymus lanceolatus,157,21,10,10,7,17,1,0,0,NA,NA,1,NA
2015,31,676*A,Elymus lanceolatus,157,21,10,10,3,9,0,0,1,7,-4,0,0
2014,31,677*A,Eriogonum umbellatum,50,195,-10,-10,34,3,9,0,0,NA,NA,1,NA
2015,31,677*A,Eriogonum umbellatum,50,195,-10,-10,36,3.5,9,0,0,34,2,1,0
2016,31,677*A,Eriogonum umbellatum,50,195,-10,-10,35,2,9,0,0,36,-1,1,0
2017,31,677*A,Eriogonum umbellatum,50,195,-10,-10,37,2,3,0,0,35,2,1,0
2018,31,677*A,Eriogonum umbellatum,50,195,-10,-10,12,2,0,0,0,37,-25,1,0
2019,31,677*A,Eriogonum umbellatum,50,195,-10,-10,12,3.5,1,0,0,12,0,1,0
2020,31,677*A,Eriogonum umbellatum,50,195,-10,-10,2,1,0,0,0,12,-10,1,0
2021,31,677*A,Eriogonum umbellatum,50,195,-10,-10,0.6,0.5,0,0,0,2,-1.4,1,0
2014,31,678*A,Achnatherum lettermanii,38,196,-10,-10,4,4,0,0,0,NA,NA,1,NA
2015,31,678*A,Achnatherum lettermanii,38,196,-10,-10,9,8,0,0,0,4,5,1,0
2016,31,678*A,Achnatherum lettermanii,38,196,-10,-10,9,12,4,0,0,9,0,1,0
2017,31,678*A,Achnatherum lettermanii,38,196,-10,-10,18,18,23,0,0,9,9,1,0
2018,31,678*A,Achnatherum lettermanii,38,196,-10,-10,12,9,12,0,0,18,-6,1,0
2019,31,678*A,Achnatherum lettermanii,38,196,-10,-10,0,0,0,0,1,12,-12,0,0
2014,31,679*A,Achnatherum lettermanii,30,160,-10,-10,9,8,0,0,0,NA,NA,1,NA
2015,31,679*A,Achnatherum lettermanii,30,160,-10,-10,11,8,0,0,0,9,2,1,0
2016,31,679*A,Achnatherum lettermanii,30,160,-10,-10,18,17,8,0,0,11,7,1,0
2017,31,679*A,Achnatherum lettermanii,30,160,-10,-10,22,17,17,0,0,18,4,1,0
2018,31,679*A,Achnatherum lettermanii,30,160,-10,-10,13,6,0,0,0,22,-9,1,0
2019,31,679*A,Achnatherum lettermanii,30,160,-10,-10,0,0,0,0,1,13,-13,0,0
2014,8,68*A,Lupinus argenteus,160,180,-10,-10,19,14,0,0,0,NA,NA,1,NA
2015,8,68*A,Lupinus argenteus,160,180,-10,-10,32,15,0,0,0,19,13,1,0
2016,8,68*A,Lupinus argenteus,160,180,-10,-10,0,0,0,0,1,32,-32,0,0
2014,31,680*A,Eriogonum umbellatum,55,150,-10,-10,30,4,2,0,0,NA,NA,1,NA
2015,31,680*A,Eriogonum umbellatum,55,150,-10,-10,31,3,3,0,0,30,1,1,0
2016,31,680*A,Eriogonum umbellatum,55,150,-10,-10,32,2,3,0,0,31,1,1,0
2017,31,680*A,Eriogonum umbellatum,55,150,-10,-10,6,2,0,0,0,32,-26,1,0
2018,31,680*A,Eriogonum umbellatum,55,150,-10,-10,0,0,0,0,1,6,-6,0,0
2014,32,681*A,Lupinus argenteus,23,28,-10,-10,6,4,0,0,0,NA,NA,1,NA
2015,32,681*A,Lupinus argenteus,23,28,-10,-10,11.5,5,0,0,0,6,5.5,1,0
2016,32,681*A,Lupinus argenteus,23,28,-10,-10,14,7,0,0,0,11.5,2.5,1,0
2017,32,681*A,Lupinus argenteus,23,28,-10,-10,22,9,0,0,0,14,8,1,0
2018,32,681*A,Lupinus argenteus,23,28,-10,-10,4.5,2.5,0,0,0,22,-17.5,1,0
2019,32,681*A,Lupinus argenteus,23,28,-10,-10,0,0,0,0,1,4.5,-4.5,0,0
2014,32,682*A,Ivesia gordonii,61,15,-10,-10,8,5,4,0,0,NA,NA,1,NA
2015,32,682*A,Ivesia gordonii,61,15,-10,-10,10.5,6,0,0,0,8,2.5,1,0
2016,32,682*A,Ivesia gordonii,61,15,-10,-10,12,5,4,0,0,10.5,1.5,1,0
2017,32,682*A,Ivesia gordonii,61,15,-10,-10,0,0,0,0,1,12,-12,0,0
2014,32,683*A,Eriogonum umbellatum,101,0,-5,-5,33,2,14,0,0,NA,NA,1,NA
2015,32,683*A,Eriogonum umbellatum,101,0,-5,-5,34,2.5,22,0,0,33,1,1,0
2016,32,683*A,Eriogonum umbellatum,101,0,-5,-5,33,2,10,0,0,34,-1,1,0
2017,32,683*A,Eriogonum umbellatum,101,0,-5,-5,35,2,8,0,0,33,2,1,0
2018,32,683*A,Eriogonum umbellatum,101,0,-5,-5,28,3,1,0,0,35,-7,1,0
2019,32,683*A,Eriogonum umbellatum,101,0,-5,-5,9.5,4,2,0,0,28,-18.5,1,0
2020,32,683*A,Eriogonum umbellatum,101,0,-5,-5,8,2,0,0,0,9.5,-1.5,1,0
2021,32,683*A,Eriogonum umbellatum,101,0,-5,-5,7.5,3.5,0,0,0,8,-0.5,1,0
2014,32,684*A,Ivesia gordonii,87,19,-10,-10,6,3,1,0,0,NA,NA,1,NA
2015,32,684*A,Ivesia gordonii,87,19,-10,-10,1.5,1.5,0,0,0,6,-4.5,1,0
2016,32,684*A,Ivesia gordonii,87,19,-10,-10,1.5,2,0,0,0,1.5,0,1,0
2017,32,684*A,Ivesia gordonii,87,19,-10,-10,6,2,1,0,0,1.5,4.5,1,0
2018,32,684*A,Ivesia gordonii,87,19,-10,-10,6.5,2,2,0,0,6,0.5,1,0
2019,32,684*A,Ivesia gordonii,87,19,-10,-10,9.5,5,3,0,0,6.5,3,1,0
2020,32,684*A,Ivesia gordonii,87,19,-10,-10,9.5,3,0,0,0,9.5,0,1,0
2021,32,684*A,Ivesia gordonii,87,19,-10,-10,11,2,0,0,0,9.5,1.5,1,0
2014,32,685*A,Ivesia gordonii,137,0,-10,0,5,2,0,0,0,NA,NA,1,NA
2015,32,685*A,Ivesia gordonii,137,0,-10,0,7.5,4,3,0,0,5,2.5,1,0
2016,32,685*A,Ivesia gordonii,137,0,-10,0,8,4,2,0,0,7.5,0.5,1,0
2017,32,685*A,Ivesia gordonii,137,0,-10,0,8,3,1,0,0,8,0,1,0
2018,32,685*A,Ivesia gordonii,137,0,-10,0,7,3.5,1,0,0,8,-1,1,0
2019,32,685*A,Ivesia gordonii,137,0,-10,0,9.5,5,3,0,0,7,2.5,1,0
2020,32,685*A,Ivesia gordonii,137,0,-10,0,11.5,5.5,2,0,0,9.5,2,1,0
2021,32,685*A,Ivesia gordonii,137,0,-10,0,0,0,0,0,0,11.5,-11.5,1,0
2014,32,686*A,Eriogonum umbellatum,121,71,-10,-10,28,3,21,0,0,NA,NA,1,NA
2015,32,686*A,Eriogonum umbellatum,121,71,-10,-10,31,3,33,0,0,28,3,1,0
2016,32,686*A,Eriogonum umbellatum,121,71,-10,-10,37,3,34,0,0,31,6,1,0
2017,32,686*A,Eriogonum umbellatum,121,71,-10,-10,38,2,29,0,0,37,1,1,0
2018,32,686*A,Eriogonum umbellatum,121,71,-10,-10,35,2.5,45,0,0,38,-3,1,0
2019,32,686*A,Eriogonum umbellatum,121,71,-10,-10,37.5,9,20,0,0,35,2.5,1,0
2020,32,686*A,Eriogonum umbellatum,121,71,-10,-10,40,3,43,0,0,37.5,2.5,1,0
2021,32,686*A,Eriogonum umbellatum,121,71,-10,-10,40,2.5,54,0,0,40,0,1,0
2014,32,687*A,Ivesia gordonii,175,85,-10,-10,16,4,2,0,0,NA,NA,1,NA
2015,32,687*A,Ivesia gordonii,175,85,-10,-10,15,5,23,0,0,16,-1,1,0
2016,32,687*A,Ivesia gordonii,175,85,-10,-10,11.5,4,15,0,0,15,-3.5,1,0
2017,32,687*A,Ivesia gordonii,175,85,-10,-10,0,0,0,0,1,11.5,-11.5,0,0
2014,32,688*A,Ivesia gordonii,125,146,-10,-10,10,4,0,0,0,NA,NA,1,NA
2015,32,688*A,Ivesia gordonii,125,146,-10,-10,10,4,0,0,0,10,0,1,0
2016,32,688*A,Ivesia gordonii,125,146,-10,-10,14,5,3,0,0,10,4,1,0
2017,32,688*A,Ivesia gordonii,125,146,-10,-10,7,5,1,0,0,14,-7,1,0
2018,32,688*A,Ivesia gordonii,125,146,-10,-10,11.5,4,1,0,0,7,4.5,1,0
2019,32,688*A,Ivesia gordonii,125,146,-10,-10,13.5,5.5,3,0,0,11.5,2,1,0
2020,32,688*A,Ivesia gordonii,125,146,-10,-10,16,7,7,0,0,13.5,2.5,1,0
2021,32,688*A,Ivesia gordonii,125,146,-10,-10,0,0,0,0,0,16,-16,1,0
2014,32,689*A,Ivesia gordonii,120,160,-10,-10,7,3,0,0,0,NA,NA,1,NA
2015,32,689*A,Ivesia gordonii,120,160,-10,-10,11,4,2,0,0,7,4,1,0
2016,32,689*A,Ivesia gordonii,120,160,-10,-10,11,4,6,0,0,11,0,1,0
2017,32,689*A,Ivesia gordonii,120,160,-10,-10,10.5,6,1,0,0,11,-0.5,1,0
2018,32,689*A,Ivesia gordonii,120,160,-10,-10,11.5,4,0,0,0,10.5,1,1,0
2019,32,689*A,Ivesia gordonii,120,160,-10,-10,13.5,6,6,0,0,11.5,2,1,0
2020,32,689*A,Ivesia gordonii,120,160,-10,-10,15,6,4,0,0,13.5,1.5,1,0
2021,32,689*A,Ivesia gordonii,120,160,-10,-10,0,0,0,0,0,15,-15,1,0
2014,8,69*A,Lupinus argenteus,180,175,0,10,12,9,0,0,0,NA,NA,1,NA
2015,8,69*A,Lupinus argenteus,180,175,0,10,12,12,0,0,0,12,0,1,0
2016,8,69*A,Lupinus argenteus,180,175,0,10,0,0,0,0,1,12,-12,0,0
2014,32,690*A,Ivesia gordonii,40,140,-10,-10,6,3,0,0,0,NA,NA,1,NA
2015,32,690*A,Ivesia gordonii,40,140,-10,-10,8.5,4,1,0,0,6,2.5,1,0
2016,32,690*A,Ivesia gordonii,40,140,-10,-10,9,5.5,0,0,0,8.5,0.5,1,0
2017,32,690*A,Ivesia gordonii,40,140,-10,-10,0,0,0,0,1,9,-9,0,0
2014,32,691*A,Ivesia gordonii,25,75,-10,-10,5,3,0,0,0,NA,NA,1,NA
2015,32,691*A,Ivesia gordonii,25,75,-10,-10,6,4,0,0,0,5,1,1,0
2016,32,691*A,Ivesia gordonii,25,75,-10,-10,10,5,3,0,0,6,4,1,0
2017,32,691*A,Ivesia gordonii,25,75,-10,-10,0,0,0,0,1,10,-10,0,0
2014,33,692*A,Eriogonum umbellatum,21,47,-16,-25,64,4,87,0,0,NA,NA,1,NA
2015,33,692*A,Eriogonum umbellatum,21,47,-16,-25,76,5,78,0,0,64,12,1,0
2016,33,692*A,Eriogonum umbellatum,21,47,-16,-25,78,3,115,0,0,76,2,1,0
2017,33,692*A,Eriogonum umbellatum,21,47,-16,-25,78,3,91,0,0,78,0,1,0
2018,33,692*A,Eriogonum umbellatum,21,47,-16,-25,70,5,138,0,0,78,-8,1,0
2019,33,692*A,Eriogonum umbellatum,21,47,-16,-25,69,9,77,0,0,70,-1,1,0
2020,33,692*A,Eriogonum umbellatum,21,47,-16,-25,71,4,93,0,0,69,2,1,0
2021,33,692*A,Eriogonum umbellatum,21,47,-16,-25,70.5,4.5,112,0,0,71,-0.5,1,0
2014,33,693*A,Agoseris glauca,5,40,-10,-10,8,8,1,0,0,NA,NA,1,NA
2015,33,693*A,Agoseris glauca,5,40,-10,-10,0,0,0,0,0,8,-8,1,0
2016,33,693*A,Agoseris glauca,5,40,-10,-10,10,6,0,0,0,0,10,1,0
2017,33,693*A,Agoseris glauca,5,40,-10,-10,3,4,0,0,0,10,-7,1,0
2018,33,693*A,Agoseris glauca,5,40,-10,-10,0,0,0,0,1,3,-3,0,0
2014,33,694*A,Ivesia gordonii,25,25,-10,-10,2,2,0,0,0,NA,NA,1,NA
2015,33,694*A,Ivesia gordonii,25,25,-10,-10,0,0,0,0,1,2,-2,0,0
2014,33,695*A,Achnatherum lettermanii,25,46,-10,-10,9,13,0,0,0,NA,NA,1,NA
2015,33,695*A,Achnatherum lettermanii,25,46,-10,-10,14,16,0,0,0,9,5,1,0
2016,33,695*A,Achnatherum lettermanii,25,46,-10,-10,12,15,14,0,0,14,-2,1,0
2017,33,695*A,Achnatherum lettermanii,25,46,-10,-10,19,14,0,0,0,12,7,1,0
2018,33,695*A,Achnatherum lettermanii,25,46,-10,-10,18,8,2,0,0,19,-1,1,0
2019,33,695*A,Achnatherum lettermanii,25,46,-10,-10,12.5,9.5,0,0,0,18,-5.5,1,0
2020,33,695*A,Achnatherum lettermanii,25,46,-10,-10,11,13,0,0,0,12.5,-1.5,1,0
2021,33,695*A,Achnatherum lettermanii,25,46,-10,-10,10.5,9,0,0,0,11,-0.5,1,0
2014,33,696*A,Heterotheca villosa,53,43,-10,-10,9,6,0,0,0,NA,NA,1,NA
2015,33,696*A,Heterotheca villosa,53,43,-10,-10,9,5,2,0,0,9,0,1,0
2016,33,696*A,Heterotheca villosa,53,43,-10,-10,7,9,2,0,0,9,-2,1,0
2017,33,696*A,Heterotheca villosa,53,43,-10,-10,11,7,7,0,0,7,4,1,0
2018,33,696*A,Heterotheca villosa,53,43,-10,-10,0,0,0,0,1,11,-11,0,0
2014,33,697*A,Ivesia gordonii,58,20,-10,-10,13,5,9,0,0,NA,NA,1,NA
2015,33,697*A,Ivesia gordonii,58,20,-10,-10,15,5,10,0,0,13,2,1,0
2016,33,697*A,Ivesia gordonii,58,20,-10,-10,14,5,8,0,0,15,-1,1,0
2017,33,697*A,Ivesia gordonii,58,20,-10,-10,0,0,0,0,1,14,-14,0,0
2014,33,698*A,Ivesia gordonii,80,75,-10,-10,10,5,3,0,0,NA,NA,1,NA
2015,33,698*A,Ivesia gordonii,80,75,-10,-10,13,5,16,0,0,10,3,1,0
2016,33,698*A,Ivesia gordonii,80,75,-10,-10,15,6,15,0,0,13,2,1,0
2017,33,698*A,Ivesia gordonii,80,75,-10,-10,0,0,0,0,1,15,-15,0,0
2014,33,699*A,Ivesia gordonii,103,30,-10,-10,23,4,0,0,0,NA,NA,1,NA
2015,33,699*A,Ivesia gordonii,103,30,-10,-10,0,0,0,0,1,23,-23,0,0
2014,1,7*A,Ivesia gordonii,198,25,-10,-10,9,3,1,0,0,NA,NA,1,NA
2015,1,7*A,Ivesia gordonii,198,25,-10,-10,13.5,8,2,0,0,9,4.5,1,0
2016,1,7*A,Ivesia gordonii,198,25,-10,-10,13.5,7.9,2,0,0,13.5,0,1,0
2017,1,7*A,Ivesia gordonii,198,25,-10,-10,0,0,0,0,1,13.5,-13.5,0,0
2014,8,70*A,Lupinus argenteus,170,170,-10,-10,22,14,0,0,0,NA,NA,1,NA
2015,8,70*A,Lupinus argenteus,170,170,-10,-10,25,13,0,0,0,22,3,1,0
2016,8,70*A,Lupinus argenteus,170,170,-10,-10,1,1,0,0,0,25,-24,1,0
2017,8,70*A,Lupinus argenteus,170,170,-10,-10,0,0,0,0,1,1,-1,0,0
2014,33,700*A,Ivesia gordonii,130,5,-10,0,6,4,0,0,0,NA,NA,1,NA
2015,33,700*A,Ivesia gordonii,130,5,-10,0,9,5,3,0,0,6,3,1,0
2016,33,700*A,Ivesia gordonii,130,5,-10,0,11,5,6,0,0,9,2,1,0
2017,33,700*A,Ivesia gordonii,130,5,-10,0,11,4,6,0,0,11,0,1,0
2018,33,700*A,Ivesia gordonii,130,5,-10,0,0,0,0,0,1,11,-11,0,0
2014,33,701*A,Eriogonum umbellatum,128,20,-10,-10,3,3,0,0,0,NA,NA,1,NA
2015,33,701*A,Eriogonum umbellatum,128,20,-10,-10,3,2,0,0,0,3,0,1,0
2016,33,701*A,Eriogonum umbellatum,128,20,-10,-10,0,0,0,0,1,3,-3,0,0
2014,33,702*A,Eriogonum umbellatum,132,5,10,0,4,3,0,0,0,NA,NA,1,NA
2015,33,702*A,Eriogonum umbellatum,132,5,10,0,0,0,0,0,1,4,-4,0,0
